0-50, State-gov, 77516, AdvancedDegree, 13, NonMarried, Adm-clerical, Not-in-family, Occident, Male, 2174, 0, 40, United-States, <=50K
0-50, Private, 228057, BasicDegree, 4, Married, Machine-op-inspct, Wife, Occident, Female, 0, 0, 40, Dominican-Republic, <=50K
0-50, Private, 173998, BasicDegree, 10, NonMarried, Adm-clerical, Not-in-family, Occident, Female, 0, 0, 60, United-States, <=50K
0-50, Private, 90752, AdvancedDegree, 13, Married, Adm-clerical, Wife, Occident, Female, 0, 0, 40, United-States, <=50K
50-100, Private, 51008, BasicDegree, 9, Married, Adm-clerical, Unmarried, Occident, Female, 0, 0, 40, United-States, <=50K
50-100, Federal-gov, 113398, BasicDegree, 10, NonMarried, Adm-clerical, Unmarried, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 74977, BasicDegree, 10, Married, Adm-clerical, Wife, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 101593, AdvancedDegree, 13, Married, Prof-specialty, Husband, Occident, Male, 0, 0, 50, United-States, <=50K
0-50, Private, 228346, BasicDegree, 11, NonMarried, Craft-repair, Not-in-family, Occident, Male, 0, 0, 50, United-States, <=50K
50-100, Private, 180418, BasicDegree, 7, Married, Craft-repair, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 44489, BasicDegree, 9, Married, Transport-moving, Husband, Occident, Male, 0, 0, 45, United-States, <=50K
0-50, Self-emp-not-inc, 277488, BasicDegree, 9, Married, Farming-fishing, Husband, Occident, Male, 0, 0, 30, United-States, <=50K
0-50, Private, 103064, BasicDegree, 9, NonMarried, Sales, Own-child, Occident, Female, 0, 0, 55, United-States, <=50K
0-50, Private, 226872, AdvancedDegree, 13, Married, Sales, Not-in-family, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Self-emp-not-inc, 330416, BasicDegree, 10, NonMarried, Farming-fishing, Not-in-family, Occident, Male, 0, 0, 60, United-States, <=50K
0-50, Private, 186495, BasicDegree, 9, Married, Adm-clerical, Not-in-family, Occident, Female, 0, 0, 32, United-States, <=50K
0-50, State-gov, 205712, BasicDegree, 10, Married, Other-service, Husband, Occident, Male, 0, 0, 38, United-States, <=50K
0-50, Private, 217743, BasicDegree, 7, NonMarried, Sales, Own-child, Occident, Female, 0, 0, 40, United-States, <=50K
50-100, Self-emp-inc, 52565, BasicDegree, 10, Married, Sales, Husband, Occident, Male, 0, 1485, 40, United-States, <=50K
0-50, Private, 239954, BasicDegree, 10, NonMarried, Adm-clerical, Other-relative, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Self-emp-not-inc, 349986, AdvancedDegree, 13, Married, Prof-specialty, Husband, Occident, Male, 0, 0, 60, United-States, >50K
0-50, Private, 117585, BasicDegree, 9, Married, Exec-managerial, Husband, Occident, Male, 0, 1485, 40, United-States, >50K
50-100, Self-emp-not-inc, 122094, BasicDegree, 9, Married, Craft-repair, Husband, Occident, Male, 0, 0, 15, United-States, <=50K
50-100, Self-emp-not-inc, 26857, BasicDegree, 4, Married, Farming-fishing, Other-relative, Occident, Female, 0, 0, 35, United-States, <=50K
0-50, Local-gov, 192321, AdvancedDegree, 13, NonMarried, Prof-specialty, Own-child, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 88095, BasicDegree, 10, NonMarried, Machine-op-inspct, Not-in-family, Occident, Female, 0, 0, 24, Mexico, <=50K
0-50, Private, 144067, AdvancedDegree, 13, Married, Adm-clerical, Not-in-family, Occident, Male, 0, 0, 12, ?, <=50K
0-50, Private, 124187, BasicDegree, 5, Married, Farming-fishing, Husband, Orient, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 123681, AdvancedDegree, 14, Married, Prof-specialty, Husband, Occident, Male, 0, 0, 43, United-States, >50K
50-100, Private, 145638, BasicDegree, 10, Married, Sales, Not-in-family, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 130513, AdvancedDegree, 12, NonMarried, Sales, Own-child, Occident, Female, 0, 0, 40, Peru, <=50K
0-50, Federal-gov, 197038, AdvancedDegree, 13, Married, Prof-specialty, Husband, Occident, Male, 0, 0, 50, United-States, <=50K
0-50, Private, 189092, AdvancedDegree, 13, Married, Exec-managerial, Husband, Occident, Male, 0, 0, 40, United-States, >50K
0-50, Self-emp-not-inc, 198841, BasicDegree, 7, Married, Transport-moving, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
50-100, Private, 317969, BasicDegree, 9, Married, Exec-managerial, Husband, Occident, Male, 0, 0, 50, United-States, <=50K
0-50, Private, 103121, AdvancedDegree, 13, Married, Exec-managerial, Wife, Occident, Female, 0, 1848, 40, United-States, >50K
0-50, Private, 111589, BasicDegree, 6, NonMarried, Other-service, Unmarried, Orient, Female, 0, 0, 40, Jamaica, <=50K
0-50, Local-gov, 267952, BasicDegree, 11, Married, Exec-managerial, Not-in-family, Occident, Female, 0, 0, 36, United-States, <=50K
0-50, Private, 63899, BasicDegree, 7, NonMarried, Adm-clerical, Other-relative, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 473625, BasicDegree, 9, Married, Other-service, Wife, Occident, Female, 0, 0, 30, United-States, <=50K
0-50, Private, 187901, BasicDegree, 9, Married, Farming-fishing, Not-in-family, Occident, Male, 0, 2258, 44, United-States, >50K
0-50, Private, 24090, BasicDegree, 9, NonMarried, Exec-managerial, Own-child, Occident, Female, 0, 0, 35, United-States, <=50K
0-50, Self-emp-inc, 102729, AdvancedDegree, 12, Married, Prof-specialty, Husband, Occident, Male, 0, 0, 70, United-States, <=50K
0-50, Private, 91666, BasicDegree, 8, Married, Exec-managerial, Not-in-family, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 215873, BasicDegree, 9, NonMarried, Machine-op-inspct, Own-child, Orient, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 152109, BasicDegree, 9, Married, Craft-repair, Husband, Occident, Male, 0, 0, 48, United-States, <=50K
0-50, Private, 175586, BasicDegree, 9, NonMarried, Machine-op-inspct, Unmarried, Orient, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 232614, BasicDegree, 9, Married, Other-service, Unmarried, Orient, Female, 0, 0, 30, United-States, <=50K
50-100, State-gov, 229465, AdvancedDegree, 16, Married, Prof-specialty, Husband, Occident, Male, 0, 0, 50, United-States, >50K
0-50, Private, 147110, BasicDegree, 10, Married, Adm-clerical, Own-child, Occident, Male, 14344, 0, 40, United-States, >50K
0-50, Local-gov, 161240, BasicDegree, 9, Married, Protective-serv, Husband, Occident, Male, 0, 0, 45, United-States, >50K
0-50, Private, 358124, BasicDegree, 9, NonMarried, Other-service, Other-relative, Orient, Female, 0, 0, 52, United-States, <=50K
0-50, Private, 222529, AdvancedDegree, 13, Married, Farming-fishing, Husband, Occident, Male, 0, 0, 65, United-States, <=50K
0-50, Self-emp-not-inc, 338320, AdvancedDegree, 14, NonMarried, Exec-managerial, Not-in-family, Occident, Male, 0, 0, 60, United-States, <=50K
0-50, Self-emp-inc, 62026, BasicDegree, 15, Married, Exec-managerial, Husband, Occident, Male, 99999, 0, 40, United-States, >50K
0-50, Private, 263886, BasicDegree, 10, NonMarried, Sales, Not-in-family, Orient, Female, 0, 0, 20, United-States, <=50K
50-100, Private, 310774, AdvancedDegree, 13, Married, Sales, Husband, Occident, Male, 0, 0, 35, United-States, <=50K
0-50, Private, 98155, BasicDegree, 10, NonMarried, Prof-specialty, Own-child, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 259307, BasicDegree, 10, NonMarried, Exec-managerial, Not-in-family, Occident, Male, 0, 0, 50, United-States, <=50K
0-50, Private, 358753, BasicDegree, 11, Married, Craft-repair, Husband, Occident, Male, 7688, 0, 40, United-States, >50K
0-50, Private, 29762, BasicDegree, 9, Married, Craft-repair, Husband, Occident, Male, 0, 0, 52, United-States, >50K
0-50, Private, 202729, BasicDegree, 9, Married, Transport-moving, Own-child, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 28790, BasicDegree, 10, NonMarried, Other-service, Not-in-family, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 53209, BasicDegree, 9, NonMarried, Other-service, Own-child, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Local-gov, 169020, AdvancedDegree, 13, Married, Prof-specialty, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 127195, BasicDegree, 10, Married, Exec-managerial, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 211731, BasicDegree, 10, NonMarried, Adm-clerical, Not-in-family, Occident, Female, 0, 0, 40, Mexico, <=50K
0-50, Self-emp-not-inc, 126614, AdvancedDegree, 13, Married, Exec-managerial, Not-in-family, Orient, Male, 0, 0, 30, Iran, <=50K
0-50, Private, 259463, BasicDegree, 11, Married, Prof-specialty, Husband, Occident, Male, 0, 0, 40, United-States, >50K
0-50, Private, 228411, BasicDegree, 10, NonMarried, Exec-managerial, Not-in-family, Occident, Male, 0, 0, 35, United-States, <=50K
0-50, Private, 117827, BasicDegree, 10, Married, Adm-clerical, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Federal-gov, 57216, BasicDegree, 10, NonMarried, Adm-clerical, Own-child, Orient, Male, 0, 0, 20, United-States, <=50K
0-50, State-gov, 250821, BasicDegree, 15, Married, Exec-managerial, Husband, Occident, Male, 15024, 0, 40, United-States, >50K
0-50, Self-emp-inc, 88564, BasicDegree, 10, Married, Farming-fishing, Not-in-family, Occident, Male, 0, 0, 45, United-States, <=50K
0-50, Private, 172822, BasicDegree, 9, Married, Machine-op-inspct, Husband, Occident, Male, 0, 0, 52, United-States, >50K
0-50, Private, 251579, BasicDegree, 10, NonMarried, Other-service, Own-child, Occident, Male, 0, 0, 14, United-States, <=50K
0-50, Private, 118399, BasicDegree, 7, Married, Machine-op-inspct, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Self-emp-inc, 178383, BasicDegree, 10, Married, Craft-repair, Husband, Orient, Male, 0, 0, 70, United-States, <=50K
0-50, Self-emp-not-inc, 170866, AdvancedDegree, 12, Married, Farming-fishing, Husband, Occident, Male, 0, 0, 50, United-States, >50K
50-100, ?, 268954, BasicDegree, 10, Married, ?, Husband, Occident, Male, 0, 0, 12, United-States, >50K
50-100, ?, 89951, BasicDegree, 8, Married, ?, Wife, Orient, Female, 0, 0, 40, United-States, >50K
0-50, Private, 203894, BasicDegree, 10, NonMarried, Sales, Own-child, Occident, Female, 0, 0, 15, United-States, <=50K
0-50, Private, 237065, BasicDegree, 10, Married, Other-service, Own-child, Orient, Male, 0, 0, 38, United-States, <=50K
50-100, Local-gov, 108435, AdvancedDegree, 14, Married, Prof-specialty, Husband, Occident, Male, 0, 0, 80, United-States, >50K
0-50, Private, 93213, AdvancedDegree, 12, Married, Machine-op-inspct, Husband, Occident, Male, 0, 0, 62, United-States, <=50K
50-100, Self-emp-inc, 231230, AdvancedDegree, 13, Married, Exec-managerial, Husband, Occident, Male, 0, 0, 25, United-States, <=50K
0-50, Private, 386175, BasicDegree, 10, Married, Sales, Not-in-family, Occident, Male, 0, 0, 50, United-States, >50K
0-50, Private, 128392, BasicDegree, 9, Married, Machine-op-inspct, Husband, Occident, Male, 0, 1887, 40, United-States, >50K
0-50, Private, 223515, BasicDegree, 9, Married, Craft-repair, Husband, Occident, Male, 0, 0, 45, United-States, <=50K
50-100, Private, 208630, BasicDegree, 9, Married, Adm-clerical, Unmarried, Occident, Female, 0, 1741, 38, United-States, <=50K
50-100, ?, 97969, BasicDegree, 2, Married, ?, Unmarried, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 174295, AdvancedDegree, 14, Married, Prof-specialty, Husband, Occident, Male, 0, 0, 55, United-States, <=50K
0-50, Private, 60229, BasicDegree, 9, Married, Machine-op-inspct, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 66095, BasicDegree, 9, Married, Sales, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Federal-gov, 130057, AdvancedDegree, 14, Married, Exec-managerial, Husband, Occident, Male, 7688, 0, 60, United-States, >50K
50-100, Private, 179743, BasicDegree, 9, Married, Craft-repair, Husband, Occident, Male, 0, 2051, 20, United-States, <=50K
0-50, Private, 192022, AdvancedDegree, 13, NonMarried, Prof-specialty, Own-child, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 45288, AdvancedDegree, 13, NonMarried, Other-service, Not-in-family, Occident, Male, 0, 0, 40, United-States, <=50K
50-100, ?, 178764, BasicDegree, 9, Married, ?, Husband, Occident, Male, 0, 0, 40, United-States, >50K
50-100, Private, 99476, AdvancedDegree, 14, Married, Prof-specialty, Not-in-family, Occident, Female, 0, 0, 35, United-States, <=50K
0-50, Private, 41973, BasicDegree, 7, NonMarried, Adm-clerical, Own-child, Occident, Female, 0, 0, 5, United-States, <=50K
0-50, Private, 162228, AdvancedDegree, 13, NonMarried, Sales, Not-in-family, Occident, Male, 0, 0, 48, United-States, <=50K
0-50, Private, 211968, BasicDegree, 10, NonMarried, Sales, Own-child, Occident, Female, 0, 1762, 28, United-States, <=50K
0-50, Private, 211226, AdvancedDegree, 12, Married, Transport-moving, Husband, Orient, Male, 0, 0, 36, United-States, <=50K
0-50, Private, 33397, BasicDegree, 9, Married, Sales, Unmarried, Occident, Female, 0, 0, 40, United-States, <=50K
50-100, Private, 120839, BasicDegree, 8, Married, Farming-fishing, Own-child, Occident, Male, 0, 0, 40, United-States, <=50K
50-100, Private, 36327, BasicDegree, 9, Married, Sales, Husband, Occident, Male, 0, 0, 40, United-States, >50K
50-100, Private, 139703, BasicDegree, 10, Married, Craft-repair, Husband, Occident, Male, 0, 0, 40, United-States, >50K
0-50, Private, 107827, BasicDegree, 9, NonMarried, Other-service, Unmarried, Occident, Male, 0, 0, 25, United-States, <=50K
0-50, Local-gov, 140219, AdvancedDegree, 14, Married, Prof-specialty, Not-in-family, Occident, Female, 8614, 0, 55, United-States, >50K
0-50, Local-gov, 203761, AdvancedDegree, 13, Married, Prof-specialty, Husband, Occident, Male, 0, 0, 40, United-States, >50K
0-50, Local-gov, 114719, AdvancedDegree, 14, Married, Prof-specialty, Husband, Occident, Male, 0, 0, 50, United-States, >50K
0-50, Private, 344394, BasicDegree, 10, NonMarried, Other-service, Not-in-family, Occident, Female, 0, 0, 30, United-States, <=50K
0-50, Private, 195516, BasicDegree, 4, Married, Tech-support, Husband, Occident, Male, 0, 0, 40, Mexico, <=50K
0-50, State-gov, 31627, AdvancedDegree, 13, Married, Exec-managerial, Wife, Occident, Female, 0, 0, 20, United-States, <=50K
50-100, Private, 174032, BasicDegree, 9, Married, Sales, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
50-100, Private, 226875, BasicDegree, 4, Married, Sales, Husband, Occident, Male, 0, 0, 50, United-States, <=50K
0-50, Private, 566537, BasicDegree, 1, Married, Other-service, Husband, Occident, Male, 0, 1672, 40, Mexico, <=50K
0-50, Private, 36162, BasicDegree, 7, NonMarried, Craft-repair, Own-child, Occident, Male, 0, 0, 5, United-States, <=50K
0-50, Self-emp-not-inc, 31478, AdvancedDegree, 13, Married, Sales, Husband, Occident, Male, 2829, 0, 60, United-States, <=50K
50-100, Private, 294991, AdvancedDegree, 13, Married, Prof-specialty, Husband, Occident, Male, 0, 0, 40, United-States, >50K
0-50, ?, 108495, BasicDegree, 9, NonMarried, ?, Own-child, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Self-emp-inc, 161532, AdvancedDegree, 13, Married, Craft-repair, Husband, Orient, Male, 0, 0, 60, United-States, <=50K
0-50, Local-gov, 332249, BasicDegree, 9, Married, Transport-moving, Own-child, Occident, Male, 0, 0, 45, United-States, <=50K
0-50, Private, 268147, BasicDegree, 11, NonMarried, Tech-support, Unmarried, Occident, Female, 0, 0, 60, United-States, <=50K
50-100, Federal-gov, 317847, AdvancedDegree, 13, Married, Adm-clerical, Not-in-family, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 52028, BasicDegree, 2, Married, Other-service, Wife, Orient, Female, 0, 0, 40, Vietnam, <=50K
0-50, Private, 184045, BasicDegree, 10, NonMarried, Sales, Unmarried, Orient, Female, 0, 0, 30, United-States, <=50K
0-50, Private, 206609, AdvancedDegree, 13, Married, Exec-managerial, Husband, Occident, Male, 0, 0, 60, United-States, >50K
50-100, Private, 152968, BasicDegree, 10, Married, Adm-clerical, Other-relative, Occident, Male, 3325, 0, 40, United-States, <=50K
0-50, Private, 213015, BasicDegree, 9, NonMarried, Handlers-cleaners, Other-relative, Orient, Male, 2176, 0, 40, United-States, <=50K
0-50, Private, 313835, AdvancedDegree, 14, Married, Prof-specialty, Husband, Occident, Male, 0, 0, 40, United-States, >50K
0-50, Private, 66385, BasicDegree, 9, Married, Sales, Husband, Occident, Male, 5013, 0, 40, United-States, <=50K
0-50, Private, 205940, AdvancedDegree, 13, NonMarried, Adm-clerical, Own-child, Occident, Female, 1055, 0, 30, United-States, <=50K
50-100, Self-emp-inc, 260938, BasicDegree, 10, Married, Exec-managerial, Husband, Occident, Male, 0, 0, 50, United-States, >50K
0-50, Private, 60567, BasicDegree, 9, Married, Craft-repair, Husband, Occident, Male, 3411, 0, 40, United-States, <=50K
0-50, Private, 335067, AdvancedDegree, 13, NonMarried, Sales, Not-in-family, Occident, Male, 0, 0, 50, United-States, <=50K
0-50, Private, 331126, BasicDegree, 9, NonMarried, Other-service, Unmarried, Orient, Male, 0, 0, 30, United-States, <=50K
50-100, Private, 156612, BasicDegree, 8, Married, Transport-moving, Not-in-family, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 188436, AdvancedDegree, 13, Married, Adm-clerical, Husband, Occident, Male, 0, 0, 45, United-States, <=50K
50-100, Private, 227468, BasicDegree, 10, Married, Protective-serv, Not-in-family, Orient, Female, 0, 0, 40, United-States, <=50K
50-100, Private, 183580, BasicDegree, 10, Married, Craft-repair, Husband, Occident, Male, 0, 0, 38, United-States, <=50K
50-100, Self-emp-not-inc, 50990, BasicDegree, 9, Married, Farming-fishing, Husband, Occident, Male, 0, 0, 30, United-States, <=50K
50-100, Private, 384246, AdvancedDegree, 16, Married, Prof-specialty, Husband, Occident, Male, 0, 0, 50, United-States, <=50K
0-50, ?, 375313, BasicDegree, 10, NonMarried, ?, Own-child, Orient, Male, 0, 0, 40, Philippines, <=50K
